hand_value_id,game_id,player_hand_value,banker_hand_value
HVID-ICL4ZL,GID-VLK969,8,9
HVID-UIOVL0,GID-BXBVVF,4,6
HVID-MBQS4I,GID-H13Q0V,9,8
HVID-YRMQH6,GID-OW7492,6,1
HVID-4ZGJDJ,GID-BCD63E,7,8
HVID-XDPG8A,GID-7KMOFI,4,3
HVID-RD3858,GID-BP70QO,0,9
HVID-BX570T,GID-I595U3,7,7
HVID-Q4TJM2,GID-5J5OB3,4,8
HVID-35MT01,GID-ZI7JKM,4,7
HVID-O6CMGA,GID-RJIFTM,6,1
HVID-FFKVCQ,GID-TPAIBM,2,9
HVID-15M5BV,GID-LNVPR6,3,7
HVID-MU8CEV,GID-CGSHVQ,6,7
HVID-XB7E3G,GID-6IKVDD,3,8
HVID-DRDF4B,GID-C7816T,2,9
HVID-6D39SB,GID-D98ICA,0,7
HVID-DR8T0D,GID-YC1YVY,7,6
HVID-Z67EOZ,GID-71XMF3,7,8
HVID-OKD0WC,GID-PJ7J62,7,0
HVID-TJ244R,GID-KZYR75,9,9
HVID-3VBDVK,GID-6I3LDH,0,9
HVID-3W8PHV,GID-J9TWGH,8,7
HVID-88XK1P,GID-1UY5AY,8,7
HVID-HN3AV4,GID-93Z0AF,5,8
HVID-3PCPMC,GID-QPRZND,8,8
HVID-GVX839,GID-CY6QKH,8,4
HVID-6JRQ3N,GID-7EXSSC,6,6
HVID-R1VOG0,GID-FWJKXQ,6,1
HVID-BG6RGT,GID-6BTKZP,6,9
HVID-TK0H32,GID-IXAJ0I,6,7
HVID-D7S4H5,GID-4UWR3K,0,7
HVID-IUM9O1,GID-MMBR7C,7,8
HVID-PHE1QS,GID-JEJG6U,1,9
HVID-U2QTKU,GID-U62793,0,9
HVID-KJAODI,GID-LTJ7Z8,6,7
HVID-2U41WK,GID-460C03,9,0
HVID-19D0C1,GID-CU5FGE,3,8
HVID-NCPU15,GID-BS0E7C,8,8
HVID-SFDR8U,GID-ZQ3W9Y,0,4
HVID-RTH335,GID-HMQTVU,7,3
HVID-QJ98T8,GID-4WALAE,4,9
HVID-JHG1K7,GID-E9Q6MX,8,0
HVID-AH2H8E,GID-RL6XYI,0,7
HVID-P16N28,GID-3UDB5A,0,9
HVID-23R9T0,GID-RA16FA,9,8
HVID-ZO3BSP,GID-D03M89,1,8
HVID-Y5HNCI,GID-BAANAY,1,7
HVID-T5IPL1,GID-CN87IB,7,6
HVID-5M9NC0,GID-2KQTLH,9,7
HVID-7EUNLM,GID-LHRLIB,6,1
HVID-DQ23OQ,GID-895VUV,9,8
HVID-9CO54U,GID-UH3DER,2,7
HVID-LP4GDN,GID-GKS6D3,1,2
HVID-T4LE2J,GID-CUAVPN,9,9
HVID-KR0TM2,GID-UVP0SE,6,9
HVID-WZFQRS,GID-V3K7P2,7,9
HVID-QMG7LB,GID-VPES2R,8,9
HVID-S68WS3,GID-S3I1OE,6,7
HVID-T0UHZ1,GID-VN1KFL,4,1
HVID-WYDFO3,GID-TFRYVW,6,0
HVID-Q167Z7,GID-MWO0C2,8,1
HVID-42MQEJ,GID-J0KH23,0,4
HVID-7SIWTB,GID-ATIFPX,4,8
HVID-810NZP,GID-2XSR1W,7,7
HVID-4899PW,GID-ORT2NH,8,7
HVID-SCB6BB,GID-JKXI66,0,6
HVID-51HI0J,GID-XP5P3V,7,1
HVID-3ZPLLJ,GID-6B7PCD,7,7
HVID-NX0Z1R,GID-W9MQYV,9,7
HVID-SJUR3B,GID-AE0FHR,3,7
HVID-GL1E84,GID-XV2JJR,3,4
HVID-BHFO2V,GID-UC4M9P,9,9
HVID-UDNFQQ,GID-SCJ316,8,9
HVID-VSGUTF,GID-R5TTE9,4,7
HVID-0VZEZJ,GID-7RF2AT,7,8
HVID-V0ZUJN,GID-JRYHI4,8,7
HVID-C28VS0,GID-G7XIJO,2,6
HVID-DSWEF4,GID-N1BM35,4,0
HVID-9LCFXQ,GID-DDXMRD,0,7
HVID-1D6V0C,GID-EXVE7M,9,7
HVID-N38BVN,GID-SUBAQ7,7,7
HVID-E4H9XL,GID-VG8482,8,7
HVID-FKZFH2,GID-987KKL,7,7
HVID-4BQ3IS,GID-FKFAK7,7,7
HVID-H5B9JE,GID-C6EDH2,2,9
HVID-ZF1B7V,GID-JA1A5U,3,7
HVID-66VXJY,GID-0J4VL7,9,7
HVID-KOWVNT,GID-0DTXEN,1,8
HVID-38TKX5,GID-CUO3ZN,6,7
HVID-GDSW4B,GID-6WVQAW,8,8
HVID-30O21O,GID-11J722,1,9
HVID-ROAI7O,GID-HT82YP,6,9
HVID-6ME9ND,GID-BO595R,8,9
HVID-1H41PG,GID-S7DYTB,9,8
HVID-FSIY8Q,GID-WNJASV,3,7
HVID-XYFH17,GID-YF4YAG,9,7
HVID-INVYXW,GID-E8WPP8,1,3
HVID-4HY50J,GID-IN8P5G,8,1
HVID-R8Q7K5,GID-QH3YJA,8,6
HVID-R5MJEQ,GID-RDTC3G,8,3
HVID-GG1055,GID-PNASAN,9,6
HVID-TVSML5,GID-5N9V4L,6,9
HVID-K1WGTH,GID-5SAOAU,9,7
HVID-TCX4BQ,GID-Y2BCVW,9,7
HVID-5W8E0D,GID-VFKUIK,4,9
HVID-TM92DT,GID-KGC3DM,6,8
HVID-J124TW,GID-PXHXUA,5,9
HVID-YRCHOM,GID-8GYZN3,9,1
HVID-4SYD7Y,GID-8EPPJ2,8,1
HVID-M5ZP9J,GID-ZWCNL6,6,7
HVID-1A3AFU,GID-OGO24T,7,4
HVID-FRBW3V,GID-2D38DD,0,9
HVID-L1XI3G,GID-1PNGZB,0,7
HVID-73SCOA,GID-QURRKL,1,9
HVID-FYZGRG,GID-X46JTZ,2,9
HVID-R883LR,GID-FCCOJ0,7,8
HVID-HHVYU9,GID-SGOJX0,2,9
HVID-WTK64P,GID-LRAR2B,6,9
HVID-0LNNI9,GID-M5VHT9,6,7
HVID-PS0W8N,GID-C78843,2,1
HVID-XAQBE5,GID-JEFEMR,1,8
HVID-MKZAEV,GID-DZLVMV,7,7
HVID-H5TF8B,GID-WPP9JH,3,9
HVID-UKYWA6,GID-BEVCDF,8,9
HVID-TQ5980,GID-PSCI3L,7,8
HVID-KMKCI1,GID-V1MSPM,8,4
HVID-B1W1DH,GID-WQF4U6,4,7
HVID-LAHF6L,GID-IUPOZN,0,7
HVID-FVO4KX,GID-RWGEOC,8,7
HVID-BFBERV,GID-O34MZO,2,1
HVID-J2AINR,GID-EGEQYC,5,7
HVID-3PXNMY,GID-IM56X6,3,0
HVID-IYKZXN,GID-PO90CN,9,8
HVID-OS4KD6,GID-CG83X6,7,7
HVID-DNRCMS,GID-T01HHH,9,5
HVID-79RKXL,GID-TZWVR5,2,6
HVID-H6Q8OM,GID-YCHZBP,6,7
HVID-87KUYI,GID-D8CAEI,8,9
HVID-QGC2XU,GID-LN71FL,6,7
HVID-GILT4S,GID-O8G39Y,6,0
HVID-2B3X34,GID-80EHR4,6,5
HVID-SJ3SD7,GID-S2Y6LV,7,7
HVID-MX6T0U,GID-53B67C,5,2
HVID-W20DGQ,GID-IJF8U5,6,8
HVID-GNAUXL,GID-FITPRN,0,6
HVID-CB308U,GID-YKO6ZH,6,9
HVID-55CW4P,GID-MSIYGN,6,9
HVID-4XU0XQ,GID-GIWDXN,9,9
HVID-Y7LC67,GID-ZNE94Z,3,7
HVID-WX9JK9,GID-ACE38A,8,8
HVID-QO9HJR,GID-Q7FDLF,9,8
HVID-C5Q8AK,GID-FLHPXG,8,5
HVID-WX2L9O,GID-KVU38W,8,7
HVID-TTU8K9,GID-A57P4U,4,7
HVID-HYGJJK,GID-P75N25,9,9
HVID-G1AQDX,GID-IQOT1W,8,9
HVID-HGZK8E,GID-VMIXYQ,6,8
HVID-HJK46A,GID-38KTE3,7,2
HVID-NLU263,GID-R5HTIB,8,6
HVID-HAXC3V,GID-67NP12,8,7
HVID-QYQTKJ,GID-AG8WHW,9,9
HVID-IURJ2Z,GID-86H5UO,7,8
HVID-F5HZ48,GID-E98L57,9,8
HVID-GP82ID,GID-JTIO3W,2,4
HVID-GH95Z1,GID-O8VE3U,7,8
HVID-F3PLEU,GID-GH4TR6,9,4
HVID-J47ZCK,GID-MK785P,1,9
HVID-E5STHX,GID-Q8CIEA,9,8
HVID-VBUSNM,GID-CSBXUJ,8,6
HVID-ZUDF4M,GID-R49FKV,4,9
HVID-3U895U,GID-5AM4W1,9,6
HVID-O3C1ZN,GID-SN9SUD,7,7
HVID-Z6VTI7,GID-8V121U,4,8
HVID-EO0FGB,GID-Z98RVE,8,7
HVID-EP1AY9,GID-S7B9WC,4,6
HVID-3PY3Y8,GID-FHW4KV,3,7
HVID-8D05CN,GID-EIIJIK,5,7
HVID-PN435P,GID-3XU7PE,2,9
HVID-X427U1,GID-VW8TLM,8,4
HVID-0CCMRY,GID-1T5HMO,7,9
HVID-QDCI6A,GID-5IVQ4L,1,7
HVID-JTW5YD,GID-23V7T7,6,9
HVID-EYLIJG,GID-VJBTTR,8,0
HVID-F1BTFW,GID-64JQ1B,8,9
HVID-NPU5N9,GID-794CMB,7,0
HVID-DW4HSI,GID-U10MFH,0,7
HVID-34XRM4,GID-5S98SK,7,1
HVID-0YA7HH,GID-KJOSQ8,1,8
HVID-RWJQ5K,GID-UIVG97,7,7
HVID-2KS0RW,GID-JO91X7,7,8
HVID-G7IGGI,GID-DK1C58,2,4
HVID-8KFQ8P,GID-7TXX2A,8,9
HVID-CSHXWQ,GID-2U6FEW,0,4
HVID-F7PCCM,GID-XMZ8KK,9,0
HVID-QKXJOJ,GID-2BPOC4,7,8
HVID-PX1O3L,GID-EAAQT7,2,8
HVID-LH3SC0,GID-D5WFWG,6,4
HVID-BPPAWP,GID-5XZ7MK,1,7
HVID-6R4QMY,GID-WV79YN,1,7
HVID-C79WIF,GID-90Q1QR,4,9
HVID-99H6MV,GID-A92HJ3,7,3
HVID-MN7CNE,GID-N3BMXN,2,8
HVID-61Y9OR,GID-X4ARUV,9,6
HVID-QMFZKU,GID-ZUOQCN,7,5
HVID-94F7V8,GID-RQWB3W,9,9
HVID-PL78BQ,GID-9VUXQ6,4,4
HVID-IXX1MO,GID-G0K4TO,2,8
HVID-7UUJDZ,GID-PWUXSG,4,2
HVID-7VHATA,GID-V49FUD,7,7
HVID-96WZ0B,GID-ZWACOD,5,7
HVID-H66AG1,GID-UCIQ4A,7,9
HVID-X66D9U,GID-POCH2Z,4,4
HVID-28U7Q5,GID-A2ZZDH,7,7
HVID-VIKZJF,GID-BS1EE5,0,6
HVID-PFU5GJ,GID-322M7F,9,7
HVID-4GJ8U8,GID-0G5SY6,6,8
HVID-D2RWGT,GID-CIXNTH,3,9
HVID-ZUKD9A,GID-J29E2M,6,2
HVID-CCYNNR,GID-PJP6XQ,4,8
HVID-XZB8ZE,GID-GNQJA6,8,9
HVID-HL4B6Y,GID-OQXWFJ,8,7
HVID-I6KERS,GID-3N7HQL,6,7
HVID-XIH2W8,GID-QCFC5N,9,2
HVID-TXWZZI,GID-Y9JO33,7,9
HVID-JQI7OG,GID-DVL5F7,1,4
HVID-KEGKSL,GID-N7LH94,2,9
HVID-TN4JOC,GID-2XZG41,8,7
HVID-8Q70A7,GID-QJWQUQ,9,7
HVID-YF7FBS,GID-IB8KO8,8,9
HVID-EKHX7M,GID-B2VIQQ,7,4
HVID-9F6I9T,GID-XLSS5R,1,9
HVID-9PLKTZ,GID-1OAHO3,6,6
HVID-UDLFS2,GID-RLEGGT,6,6
HVID-IQLODQ,GID-BCNILD,1,8
HVID-M83001,GID-W485ZL,5,0
HVID-XP8L73,GID-50UIA3,0,2
HVID-1JK7MN,GID-WW2BGZ,9,8
HVID-HN5UD8,GID-03QCJZ,6,9
HVID-9UF3DU,GID-GQPK7H,7,9
HVID-T8XES2,GID-LVYLNS,9,9
HVID-UNQVG5,GID-PQA319,7,8
HVID-T5MAWW,GID-0WX1OS,5,9
HVID-TFVAM4,GID-R5WJ73,5,9
HVID-OA02TX,GID-BAEQPE,2,9
HVID-2XJWY4,GID-15EB69,7,8
HVID-NMYQVM,GID-F9N75C,4,7
HVID-RH94SO,GID-7J2N2W,0,8
HVID-PDCZ7T,GID-N2A861,6,4
HVID-N60Q0N,GID-T4L63M,8,9
HVID-EZRSII,GID-NAUQ44,2,0
HVID-7IHATO,GID-2H17LL,8,7
HVID-RKVYA6,GID-VACQIM,6,8
HVID-FBOKV9,GID-SQCDVJ,9,9
HVID-64D958,GID-MRTOW7,3,5
HVID-89SX5T,GID-L2MUH6,3,7
HVID-YY515S,GID-37OQTM,6,5
HVID-94GSRO,GID-6GPSXL,3,7
HVID-IYGCUU,GID-Y1E69R,7,9
HVID-DQMCJU,GID-N0C85T,6,8
HVID-BIG6Y7,GID-FR0A8V,4,9
HVID-0424FK,GID-R79LVV,0,9
HVID-38ED7A,GID-BGGBHX,7,8
HVID-MO5JJR,GID-JPCBLM,0,8
HVID-FM9NG5,GID-YXS3KP,9,7
HVID-99V1C2,GID-I29N4N,4,8
HVID-4ATS90,GID-U5PMZU,2,0
HVID-AAEKI3,GID-SI0Q9C,9,7
HVID-NFCSKV,GID-18LHUU,6,9
HVID-9VD938,GID-OTJBCI,7,9
HVID-IV5CD7,GID-3IWJZF,6,9
HVID-JLMGM4,GID-L652ZX,3,5
HVID-6YEPMS,GID-84OAE9,7,7
HVID-E5D48V,GID-7WOSHX,3,9
HVID-57N9MJ,GID-Y7U367,6,9
HVID-FUO8YB,GID-0EZDJY,9,0
HVID-PCWJMS,GID-VDY9WA,4,3
HVID-W3TOMY,GID-NZ55NU,7,9
HVID-S9TW8L,GID-ZHPY8R,7,3
HVID-ZJWWLO,GID-KNXUEN,0,9
HVID-PT80XC,GID-LTG0V0,7,8
HVID-LH5QTD,GID-VHOKYP,9,8
HVID-YAO78Q,GID-EAPDAE,5,5
HVID-0VVKOG,GID-PS9HBD,7,7
HVID-54ZAQF,GID-32NRI1,5,7
HVID-PFGOIH,GID-US2LGJ,7,7
HVID-NBCXET,GID-2PEIV2,0,8
HVID-W6IBEE,GID-CCYE10,5,9
HVID-PV7J2X,GID-NO2OCK,8,5
HVID-HRUCD5,GID-PKVREI,1,8
HVID-YQHS2U,GID-O8URTM,6,5
HVID-UY1EYQ,GID-39H9GB,2,9
HVID-KPBFN5,GID-2ZQFDL,6,4
HVID-LQGRXZ,GID-9THIJC,9,7
HVID-7VG7Y5,GID-RG539B,6,7
HVID-JAON91,GID-2VR1AC,7,8
HVID-IQ6WIA,GID-B288JX,7,9
HVID-162T0F,GID-V94HCV,0,7
HVID-0OUGIU,GID-C0JKHE,6,7
HVID-0MMZNO,GID-Q1HM3V,5,8
HVID-VOGX1Y,GID-4MV9KA,5,2
HVID-HFQ09X,GID-LJIKYT,3,5
HVID-99C9YU,GID-I7BV3G,7,4
HVID-6CH3OD,GID-5033DR,4,6
HVID-22KGN6,GID-EADMH6,4,2
HVID-9K6UNF,GID-EBN7ZJ,6,9
HVID-5PBVKW,GID-TFWK2A,9,6
HVID-LUYO04,GID-VFZ2C6,9,7
HVID-05D29V,GID-U7N9YQ,6,0
HVID-IFTL25,GID-40SM1Y,7,8
HVID-FKVZ1Z,GID-KCQX4E,9,8
HVID-DXIZID,GID-VCBNEA,8,9
HVID-BVWHDA,GID-8N06VQ,1,8
HVID-4OVQH8,GID-MBZ3GR,6,8
HVID-5XJI6M,GID-LM5O2L,6,6
HVID-8AS704,GID-7SUZU1,2,7
HVID-7LES7D,GID-0S9SDY,1,0
HVID-2TEJFF,GID-F8BWGV,9,9
HVID-WYKCYI,GID-57W161,0,7
HVID-TSHRAZ,GID-9J4LK6,0,8
HVID-2I32XN,GID-X5WSGR,6,9
HVID-0P24JC,GID-MXCPF6,7,9
HVID-D7QX7Y,GID-127OBQ,4,9
HVID-C0IL9Y,GID-RP665J,7,8
HVID-N2LSRJ,GID-69U8KS,8,9
HVID-XZM0Q9,GID-PRA1N0,0,9
HVID-85P5LP,GID-0JQ9E5,9,7
HVID-PCTLT1,GID-NEXL34,9,1
HVID-LMY08Z,GID-B5OZGV,6,6
HVID-CIOJK5,GID-406MJH,9,9
HVID-6J8XXD,GID-FTAAIH,7,7
HVID-KFXS7E,GID-0JLNVQ,5,5
HVID-KB7R0R,GID-GPTRQ2,9,8
HVID-KHUIIX,GID-Q6KQHW,4,6
HVID-2VHHRT,GID-0WLSE6,8,1
HVID-LVHCT5,GID-C3HDW7,5,8
HVID-SX0IWO,GID-PTPEBW,3,9
HVID-8QK8DO,GID-KUXKY8,9,9
HVID-7PZHE1,GID-PY7A3F,7,9
HVID-PEQ7TB,GID-OXM37S,3,7
HVID-XNMI2Z,GID-Y3B2YK,2,8
HVID-NKDCU7,GID-DUYMNQ,6,8
HVID-U4NKT5,GID-T56HIP,6,9
HVID-ZTDZ29,GID-B9RMW7,3,7
HVID-3Y577X,GID-QZPCH9,5,8
HVID-4ZAPSO,GID-KF6UFI,6,1
HVID-M7RUP3,GID-OGCKTV,0,8
HVID-ZLZAHP,GID-MQVB4C,0,6
HVID-3OKYQP,GID-3NP0YT,8,7
HVID-F3YFZ7,GID-EV1Q0C,5,0
HVID-JON6K4,GID-9P7RPI,0,7
HVID-U9A1ZX,GID-GMALZQ,0,7
HVID-SVRNIR,GID-3NQEOC,7,7
HVID-7XLJ05,GID-Y7J5P4,7,8
HVID-GKD6ZT,GID-6QYOFV,5,7
HVID-CZ9P29,GID-2484Z9,8,7
HVID-N3WOUO,GID-B4PPD1,0,7
HVID-6CFY95,GID-L7OQWM,0,9
HVID-MEY9UW,GID-JPA27S,5,9
HVID-UOS7J0,GID-NQ0QMT,4,1
HVID-SEJSB0,GID-MHOLAW,3,8
HVID-GVMNAK,GID-RW9UQI,6,6
HVID-U6BXCS,GID-V6L20X,1,9
HVID-16RROS,GID-KPRBN6,2,6
HVID-68NY16,GID-GLASDB,7,9
HVID-ZH2WS7,GID-3RUV9A,9,8
HVID-W0Y5QB,GID-XNAFVG,9,1
HVID-VJ5BBI,GID-JFV7GM,0,8
HVID-QR83HA,GID-JQ3SWL,5,6
HVID-ZB2R0M,GID-YTO54E,1,9
HVID-G13ODP,GID-901YVY,4,9
HVID-ZFOEHN,GID-8DQO04,2,3
HVID-6JWXS0,GID-KKAQX0,6,9
HVID-B9X0P7,GID-R39MZY,6,7
HVID-42QUAS,GID-Z515RZ,1,9
HVID-VSW31U,GID-6YYHUE,1,8
HVID-U2W6RM,GID-WUY7YM,8,8
HVID-557U0X,GID-SNOYK4,9,6
HVID-NHLF5I,GID-LDDPBI,8,9
HVID-EWALPL,GID-6CL3ZG,9,7
HVID-BI5B9U,GID-3L0QA0,2,7
HVID-H7DS4U,GID-NUYO7I,9,8
HVID-B8UTE6,GID-RTR2ES,7,8
HVID-9LE8OL,GID-8X0JC9,0,9
HVID-H87FU0,GID-UKDCSZ,2,9
HVID-S2KZOC,GID-9GBNNB,7,0
HVID-19Z6BY,GID-2NRHTS,7,8
HVID-G7F61D,GID-774FMY,0,8
HVID-GL2T9Z,GID-L601VZ,7,7
HVID-UY9KZU,GID-3TAXWG,3,8
HVID-IQJD73,GID-I4NBWT,6,7
HVID-RITQKN,GID-MVC9DI,5,3
HVID-86PZTM,GID-D5OH1Q,7,9
HVID-PCXP33,GID-18SS4Z,3,8
HVID-0CK0X4,GID-EVFUNZ,2,9
HVID-KVV643,GID-0FPBQ2,7,7
HVID-JJM73T,GID-EYAZ2Q,7,9
HVID-8G6AY2,GID-IA53W4,1,8
HVID-05PSXV,GID-T9RQ8X,4,8
HVID-G1LYLT,GID-VSN7NL,8,9
HVID-UJOB0O,GID-IDD62J,1,7
HVID-MIXQY4,GID-D36G2Z,9,6
HVID-X5ZEDA,GID-2HTRHR,7,7
HVID-0M3H98,GID-UMZOES,5,9
HVID-G9CB29,GID-FNW1BT,2,7
HVID-XQFT6A,GID-BW2JJH,2,6
HVID-AKR9LU,GID-UQ478A,9,9
HVID-KHYKAY,GID-79E42P,2,8
HVID-R5E6NM,GID-Y812YY,9,9
HVID-0MNV7A,GID-7ZOZUI,7,1
HVID-54Q8XP,GID-69SUCD,7,4
HVID-UF4V9V,GID-MTJKYR,7,7
HVID-NQOEK7,GID-ICQLL2,5,6
HVID-TT3PQ1,GID-JUGGDU,0,8
HVID-PORKO2,GID-SU22UY,9,9
HVID-F6O7BX,GID-CJFOG0,8,9
HVID-XNKJ0Z,GID-8TBHZ5,8,4
HVID-JF8F0N,GID-LGEG4T,7,7
HVID-CUG4DK,GID-GGEJ4P,6,8
HVID-UEK2PY,GID-4DGBKG,2,7
HVID-LP58CP,GID-JBNQEE,3,8
HVID-TBDKSC,GID-2V1B2W,1,7
HVID-3EC499,GID-51LW9O,3,6
HVID-83KT5W,GID-P5Z76J,4,6
HVID-HUR0DK,GID-5IPTCZ,9,1
HVID-ORYUWW,GID-7HPLBJ,7,7
HVID-O4RN0E,GID-HI362K,5,8
HVID-8BVPGT,GID-14K6U1,8,7
HVID-FQYPPD,GID-I4COVG,7,0
HVID-DQMFJK,GID-NWHAPN,6,8
HVID-6MSX8N,GID-2JTQ4V,3,6
HVID-KEBG8C,GID-YB5Y5F,9,1
HVID-BLX0MI,GID-DEKGV6,0,9
HVID-DNP064,GID-VDBAM8,8,7
HVID-DE6TJJ,GID-5WCCH2,9,3
HVID-KEYPXP,GID-S7XAQ6,0,9
HVID-0GPFD6,GID-Y6GZRA,7,9
HVID-EGV568,GID-K4RVZM,6,7
HVID-76ADOO,GID-BV01W0,7,8
HVID-F7GIFV,GID-8PTA9V,3,7
HVID-B96LFG,GID-GJ3BHG,7,9
HVID-EZ009C,GID-SKJESA,7,9
HVID-TY4KND,GID-SHV7EQ,9,7
HVID-NJ5EQF,GID-9SKA71,6,6
HVID-L9HBNX,GID-U8NAON,1,6
HVID-H226T6,GID-TINT2P,8,7
HVID-9RX53A,GID-1IXKB2,6,7
HVID-909P52,GID-0Y9S5E,4,6
HVID-HP7XWS,GID-5G0XQB,9,9
HVID-U9SY01,GID-1BVIRA,4,7
HVID-JTR69A,GID-0YVJLI,9,9
HVID-6CHCUK,GID-AQN86E,4,4
HVID-83FX77,GID-UWTVBB,8,7
HVID-HF3VSQ,GID-RZ8LO8,7,9
HVID-RHO94E,GID-SXYZUC,3,8
HVID-VEYFPX,GID-1LJYNX,7,3
HVID-Q5N3SG,GID-NKDFR3,8,9
HVID-AKYGBS,GID-BUB8MP,0,5
HVID-OM0B24,GID-G5I7OS,1,9
HVID-F0T2W2,GID-ADTK7R,9,7
HVID-DVBAIM,GID-WQYDSC,1,5
HVID-OBQVUN,GID-5S1JP3,0,9
HVID-ALYHOM,GID-ANFP1P,8,8
HVID-UYJPI0,GID-V1CIFL,9,9
HVID-05KMSF,GID-4AFNVG,7,0
HVID-BMODC3,GID-MYX2F0,8,7
HVID-78CKB8,GID-61KLNC,7,1
HVID-MDWHAV,GID-KWIZW4,2,8
HVID-SJ7B8K,GID-5DQ4D2,7,7
HVID-XV0D29,GID-SG517N,9,0
HVID-6WLKI8,GID-HFOXE9,2,9
HVID-WSX3XV,GID-5DMBLS,5,8
HVID-FUTJXA,GID-YPY98F,4,5
HVID-WEY4PO,GID-JI3EXC,1,8
HVID-91BYWZ,GID-17Z8F5,3,7
HVID-O0ZYRQ,GID-NL3183,8,6
HVID-DOKAOT,GID-FQF6XD,3,2
HVID-I1BCNY,GID-OAPSKX,6,0
HVID-4U437J,GID-720SW9,9,7
HVID-RBHETX,GID-LTZP51,0,7
HVID-L8ZCGC,GID-FR04VJ,1,7
HVID-J29W32,GID-W0XHQK,9,8
HVID-H70F0T,GID-X80OXQ,5,2
HVID-7A9Z07,GID-ZK3QYO,4,1
HVID-MQC7NC,GID-429DEP,2,1
HVID-0R1P60,GID-XVXDJP,6,7
HVID-P7TBW5,GID-P3KQ1U,7,9
HVID-8PKUWD,GID-87BHPE,7,6
HVID-G1UKY2,GID-E14T29,6,9
HVID-3LZN6H,GID-Z0Z4RG,4,5
HVID-7H6OK6,GID-122ZCZ,7,7
HVID-LWC9FT,GID-HRWPPG,4,9
HVID-KO4K5P,GID-0TV3FG,2,7
HVID-B3YPAJ,GID-NK6XBA,7,6
HVID-ETGIKJ,GID-BVWCGJ,0,2
HVID-J5CKZ9,GID-C69S9T,9,7
HVID-AR0KOW,GID-8PW91F,8,1
HVID-EKMWDV,GID-4AR089,8,7
HVID-LVL5VU,GID-2JZ0U9,2,8
HVID-YW57KE,GID-6OJ7L9,9,9
HVID-NGRB8R,GID-VFN0IZ,1,6
HVID-WL6AFB,GID-0D09TK,5,9
HVID-87O3JY,GID-9WUS95,0,8
HVID-JC3KE8,GID-MG93H5,4,7
HVID-ABXB6C,GID-2R0OC5,6,8
HVID-QLX8G0,GID-P1MX1X,7,7
HVID-SMTCLA,GID-P9A8FO,7,9
HVID-6NC383,GID-02U0AP,8,8
HVID-VBABY9,GID-CG8WV8,9,7
HVID-EAX41Z,GID-4URRIQ,3,7
HVID-0JYL2A,GID-UBGA65,2,7
HVID-F3EJEP,GID-DWH85O,7,9
HVID-5VDE7E,GID-1WEQGS,7,7
HVID-BVVOCX,GID-0EHWZG,9,8
HVID-UIV78J,GID-SFLW8C,9,3
HVID-V6VYY8,GID-AU77AF,9,9
HVID-7TNRF4,GID-E8DNMQ,1,7
HVID-16PLG3,GID-1SN86O,2,9
HVID-YSMDMI,GID-AEAM8P,9,7
HVID-UA777Y,GID-XOOFOG,3,8
HVID-H88U49,GID-ZT43WD,7,0
HVID-T57H04,GID-H8J4Q2,1,8
HVID-ATIPKU,GID-KZNKGD,6,5
HVID-PD8UW8,GID-2OUWM0,0,8
HVID-4NT6TQ,GID-2GDA8I,3,7
HVID-RW5SLN,GID-2Z4BYQ,0,7
HVID-J3TV5C,GID-62V796,4,6
HVID-6KJPO3,GID-9BFPHM,5,8
HVID-NR6GUB,GID-RXTKXY,9,1
HVID-XEZQA6,GID-CC7L4I,8,6
HVID-8Q93WN,GID-02G2BR,6,8
HVID-QEGGSP,GID-YM96J2,7,7
HVID-AEZ9FP,GID-SEGN3J,6,7
HVID-78FE7V,GID-TWNE77,1,9
HVID-EVLM32,GID-9DZ3F4,7,9
HVID-B29T5Z,GID-RIOSR4,5,9
HVID-DOBWWM,GID-94LGTZ,0,8
HVID-T66CJF,GID-EXWA23,7,9
HVID-1809OC,GID-1J4YZ3,0,7
HVID-7303KT,GID-45UHDE,9,4
HVID-XH0320,GID-U16NWM,8,9
HVID-GM6IT9,GID-KJD7IU,6,6
HVID-SXYXZX,GID-K41Q0G,8,6
HVID-P9RKN3,GID-VDPHYI,6,9
HVID-84HBDO,GID-ZSCQ51,7,7
HVID-40LRME,GID-FI4LZQ,9,8
HVID-9QCS9J,GID-ERHLBX,0,9
HVID-P2XZSV,GID-BNV2ZQ,0,8
HVID-8OUXIV,GID-JYN71F,9,7
HVID-YECZ0E,GID-QIBHRB,9,8
HVID-RK3SWK,GID-VZLAKE,4,8
HVID-VKZ28W,GID-QE4O1H,3,8
HVID-GH1TYX,GID-JUXGWG,3,8
HVID-NTRPF2,GID-Y0N27C,3,7
HVID-4K2GSV,GID-D6AP86,7,7
HVID-NVKLMY,GID-VCA2DF,8,7
HVID-5KJ4HF,GID-3O13HA,7,9
HVID-ISNXM6,GID-F1FSY2,0,0
HVID-UUNJXH,GID-IGXV0C,2,7
HVID-BUKZII,GID-OEDIRM,6,6
HVID-4WSEO2,GID-BW3BZ7,5,9
HVID-NA9JCZ,GID-9GIWG7,7,8
HVID-MBNQSL,GID-RVTWE8,5,6
HVID-TBDP40,GID-SQY17H,9,5
HVID-84YEPL,GID-GOH2WQ,9,9
HVID-0G91VE,GID-9CDM07,7,4
HVID-XCXDUX,GID-R2S18Y,6,8
HVID-Z27KSH,GID-4F6KFU,9,8
