,hand_value_id,game_id,player_hand_value,banker_hand_value
15838,HVID-H4XXEL,GID-QH76XI,9,7
15839,HVID-EMXYUA,GID-TOIXQ8,4,7
15840,HVID-CGUCYZ,GID-ENPOWU,4,7
15841,HVID-R4GZNC,GID-PFY7J8,7,3
15842,HVID-N9XHK6,GID-HEHGHB,4,7
15843,HVID-XMRGZW,GID-IODQUX,0,7
15844,HVID-LK4DWO,GID-7B2UKB,9,7
15845,HVID-9TKO81,GID-HIB8L5,0,7
15846,HVID-ACCPOI,GID-99V4WB,2,9
15847,HVID-I7E27L,GID-Y7COA7,6,6
15848,HVID-527LJF,GID-TDJBCQ,3,7
15849,HVID-9LN4Q3,GID-MQQPVZ,3,8
15850,HVID-3TA99T,GID-POKC43,5,9
15851,HVID-ZHHB3O,GID-33Z30G,9,8
15852,HVID-JZIXPS,GID-5ECR93,5,8
15853,HVID-3RTLAI,GID-L7QXG7,7,9
15854,HVID-JA6YCD,GID-O2LMIA,1,6
15855,HVID-D2AFJ3,GID-R0N7HV,3,7
15856,HVID-1RN7YW,GID-78PBUL,0,7
15857,HVID-U40IO9,GID-Q3B0FO,4,9
15858,HVID-GE1NMG,GID-GDEDAA,8,8
15859,HVID-3HXJ5S,GID-EXVDQE,7,7
15860,HVID-G5LHQA,GID-T712S3,1,0
15861,HVID-PN4Y02,GID-4JVW14,2,8
15862,HVID-TQMZQT,GID-HANQ2B,6,7
15863,HVID-CVWIUQ,GID-JT5LSH,5,6
15864,HVID-5KOM0V,GID-LAAB29,8,7
15865,HVID-CL1UVX,GID-PRYQME,8,5
15866,HVID-JABWUF,GID-WK7I1U,7,9
15867,HVID-FBN361,GID-XEVR0C,9,8
15868,HVID-5ICK36,GID-24L5F4,9,9
15869,HVID-2R8VTY,GID-5D5CSD,9,7
15870,HVID-07WEIH,GID-Y8720Z,6,8
15871,HVID-V2UP4I,GID-BM960T,3,8
15872,HVID-Q6B5MG,GID-GXU0RE,7,4
15873,HVID-NEG262,GID-0HVTVK,7,7
15874,HVID-6G30LB,GID-GQ1RB9,6,6
15875,HVID-TX62X5,GID-P8H91T,8,0
15876,HVID-YW9V3G,GID-0H02RI,8,4
15877,HVID-8NWXKJ,GID-RP4HS7,4,7
15878,HVID-2B9N03,GID-3NYVCY,5,9
15879,HVID-LY5GIJ,GID-9OHWG6,9,4
15880,HVID-NWRKEM,GID-A3PIA3,2,9
15881,HVID-DFGPX6,GID-0W8RO4,8,9
15882,HVID-9OYQX2,GID-B3IXEW,0,7
15883,HVID-T1BLBT,GID-LXUU8A,8,9
15884,HVID-J5EIJH,GID-YEXT21,8,7
15885,HVID-830YHJ,GID-IYKDWA,6,4
15886,HVID-V778DT,GID-W29CCL,5,9
15887,HVID-5ZCVIH,GID-EU6NOX,2,6
15888,HVID-S030NY,GID-J3SQ9L,6,8
15889,HVID-7VV3YX,GID-YFWX34,4,7
15890,HVID-JL0ZO7,GID-GH87F1,6,3
15891,HVID-F514EM,GID-4BIU68,7,0
15892,HVID-BMAQQH,GID-WE0GAJ,7,7
15893,HVID-9ONENZ,GID-UWB8PA,4,0
15894,HVID-MZAA4L,GID-FRCN7W,8,9
15895,HVID-5UVRRC,GID-C22WCP,8,7
15896,HVID-FVW3N2,GID-6RPK9B,2,7
15897,HVID-W2K2DV,GID-H2QAB1,2,8
15898,HVID-YM0KX4,GID-UCUZP0,6,9
15899,HVID-9MEOB0,GID-1EPI94,4,9
15900,HVID-FCG5N1,GID-T1XK9Z,6,9
15901,HVID-XNLQQ5,GID-UV2MTW,6,8
15902,HVID-1ED7A0,GID-4604XV,7,8
15903,HVID-HTXJLY,GID-I4LZUM,9,8
15904,HVID-EAYPGJ,GID-60LBFD,8,9
15905,HVID-AT2L8I,GID-YHCGTH,5,5
15906,HVID-WDX4IU,GID-VQT3TK,0,4
15907,HVID-KOO2OL,GID-ZALELQ,1,7
15908,HVID-LGJVS0,GID-P4LW7T,7,7
15909,HVID-PO5BB8,GID-I7RMUL,0,6
15910,HVID-NBC3KP,GID-R7IDTY,9,3
15911,HVID-FAXJR3,GID-CYIZU8,6,2
15912,HVID-T62KI5,GID-GY59X9,9,8
15913,HVID-SOV9OU,GID-URGHUW,1,0
15914,HVID-D99EEL,GID-S0S0QF,9,9
15915,HVID-GCYAA4,GID-PODVIZ,4,9
15916,HVID-UA45HW,GID-6P84V7,8,9
15917,HVID-6QSB00,GID-7EIYSS,4,8
15918,HVID-BIC0WS,GID-E6J3KW,9,9
15919,HVID-V5XTBZ,GID-FAW96K,0,1
15920,HVID-4SBMW1,GID-D5YKAA,6,9
15921,HVID-XEPF92,GID-RQVN7B,6,9
15922,HVID-M2RIAX,GID-XFKXER,4,2
15923,HVID-S56986,GID-4CKFF0,4,8
15924,HVID-B66X9U,GID-XECQVZ,7,8
15925,HVID-0HVVT2,GID-YSUVV2,3,9
15926,HVID-R9P2I2,GID-VCELCU,6,7
15927,HVID-W2RXTX,GID-XQ8RYV,6,4
15928,HVID-ETCA4Y,GID-34SL3L,8,8
15929,HVID-6RXHZ8,GID-99LOEI,1,7
15930,HVID-Z5WV2Y,GID-1TAFMZ,7,9
15931,HVID-GMUY7A,GID-C2P9DH,9,9
15932,HVID-86A5KJ,GID-ICUD37,9,2
15933,HVID-DXXYJR,GID-0S64SN,9,9
15934,HVID-NEHJD0,GID-SV3ARA,6,6
15935,HVID-DQIPY7,GID-WTAVI1,5,9
15936,HVID-L4U6N6,GID-7V32DD,2,8
15937,HVID-13D5OY,GID-Y5QQAB,6,9
15938,HVID-1VEZDR,GID-XA5E31,7,9
15939,HVID-6AP8V4,GID-9RY4CK,8,2
15940,HVID-UOX780,GID-A84XLG,7,7
15941,HVID-W51LTP,GID-HLB2AS,7,6
15942,HVID-LFQ6TF,GID-7E5RTQ,7,8
15943,HVID-SVC9CQ,GID-PIIRDO,8,7
15944,HVID-VLG6NP,GID-X76KA2,6,6
15945,HVID-5JX82J,GID-6SI1QG,4,8
15946,HVID-BDH9K9,GID-AMY1SO,1,9
15947,HVID-69FJ66,GID-ZE99NK,2,7
15948,HVID-1LUDX8,GID-P5UURS,8,9
15949,HVID-4BOOGB,GID-8NRPQ8,6,7
15950,HVID-RVL3MQ,GID-18EMBN,7,7
15951,HVID-M5CDA0,GID-A52I5O,9,8
15952,HVID-QTEY3X,GID-GOFOV1,9,5
15953,HVID-NL3OK0,GID-XLU77Y,9,7
15954,HVID-FY05BE,GID-W69PEP,9,7
15955,HVID-9F6VTI,GID-9PRKS5,4,8
15956,HVID-76DIQJ,GID-DKUR6A,1,9
15957,HVID-07YJLH,GID-648XA5,7,8
15958,HVID-K87KBG,GID-NFY0M5,7,8
15959,HVID-EQ88EG,GID-WB3A4W,7,7
15960,HVID-3FQ5B8,GID-B5CNMM,5,7
15961,HVID-2PTELO,GID-0HBTOV,9,8
15962,HVID-31K2G9,GID-2B86RF,9,9
15963,HVID-NQBDBA,GID-DBU81K,7,9
15964,HVID-9WVU8Q,GID-RNCJP7,8,8
15965,HVID-5RBDTM,GID-5V8KWA,6,6
15966,HVID-E3TYHA,GID-AIX50W,6,7
15967,HVID-H2K1H3,GID-W8GVME,9,9
15968,HVID-6XUNC4,GID-3XL3PE,6,7
15969,HVID-SLHMYY,GID-EQQM19,7,8
15970,HVID-ICL4ZL,GID-VLK969,8,9
15971,HVID-UIOVL0,GID-BXBVVF,4,6
15972,HVID-MBQS4I,GID-H13Q0V,9,8
15973,HVID-YRMQH6,GID-OW7492,6,1
15974,HVID-4ZGJDJ,GID-BCD63E,7,8
15975,HVID-XDPG8A,GID-7KMOFI,4,3
15976,HVID-RD3858,GID-BP70QO,0,9
15977,HVID-BX570T,GID-I595U3,7,7
15978,HVID-Q4TJM2,GID-5J5OB3,4,8
15979,HVID-35MT01,GID-ZI7JKM,4,7
15980,HVID-O6CMGA,GID-RJIFTM,6,1
15981,HVID-FFKVCQ,GID-TPAIBM,2,9
15982,HVID-15M5BV,GID-LNVPR6,3,7
15983,HVID-MU8CEV,GID-CGSHVQ,6,7
15984,HVID-XB7E3G,GID-6IKVDD,3,8
15985,HVID-DRDF4B,GID-C7816T,2,9
15986,HVID-6D39SB,GID-D98ICA,0,7
15987,HVID-DR8T0D,GID-YC1YVY,7,6
15988,HVID-Z67EOZ,GID-71XMF3,7,8
15989,HVID-OKD0WC,GID-PJ7J62,7,0
15990,HVID-TJ244R,GID-KZYR75,9,9
15991,HVID-3VBDVK,GID-6I3LDH,0,9
15992,HVID-3W8PHV,GID-J9TWGH,8,7
15993,HVID-88XK1P,GID-1UY5AY,8,7
15994,HVID-HN3AV4,GID-93Z0AF,5,8
15995,HVID-3PCPMC,GID-QPRZND,8,8
15996,HVID-GVX839,GID-CY6QKH,8,4
15997,HVID-6JRQ3N,GID-7EXSSC,6,6
15998,HVID-R1VOG0,GID-FWJKXQ,6,1
15999,HVID-BG6RGT,GID-6BTKZP,6,9
16000,HVID-TK0H32,GID-IXAJ0I,6,7
16001,HVID-D7S4H5,GID-4UWR3K,0,7
16002,HVID-IUM9O1,GID-MMBR7C,7,8
16003,HVID-PHE1QS,GID-JEJG6U,1,9
16004,HVID-U2QTKU,GID-U62793,0,9
16005,HVID-KJAODI,GID-LTJ7Z8,6,7
16006,HVID-2U41WK,GID-460C03,9,0
16007,HVID-19D0C1,GID-CU5FGE,3,8
16008,HVID-NCPU15,GID-BS0E7C,8,8
16009,HVID-SFDR8U,GID-ZQ3W9Y,0,4
16010,HVID-RTH335,GID-HMQTVU,7,3
16011,HVID-QJ98T8,GID-4WALAE,4,9
16012,HVID-JHG1K7,GID-E9Q6MX,8,0
16013,HVID-AH2H8E,GID-RL6XYI,0,7
16014,HVID-P16N28,GID-3UDB5A,0,9
16015,HVID-23R9T0,GID-RA16FA,9,8
16016,HVID-ZO3BSP,GID-D03M89,1,8
16017,HVID-Y5HNCI,GID-BAANAY,1,7
16018,HVID-T5IPL1,GID-CN87IB,7,6
16019,HVID-5M9NC0,GID-2KQTLH,9,7
16020,HVID-7EUNLM,GID-LHRLIB,6,1
16021,HVID-DQ23OQ,GID-895VUV,9,8
16022,HVID-9CO54U,GID-UH3DER,2,7
16023,HVID-LP4GDN,GID-GKS6D3,1,2
16024,HVID-T4LE2J,GID-CUAVPN,9,9
16025,HVID-KR0TM2,GID-UVP0SE,6,9
16026,HVID-WZFQRS,GID-V3K7P2,7,9
16027,HVID-QMG7LB,GID-VPES2R,8,9
16028,HVID-S68WS3,GID-S3I1OE,6,7
16029,HVID-T0UHZ1,GID-VN1KFL,4,1
16030,HVID-WYDFO3,GID-TFRYVW,6,0
16031,HVID-Q167Z7,GID-MWO0C2,8,1
16032,HVID-42MQEJ,GID-J0KH23,0,4
16033,HVID-7SIWTB,GID-ATIFPX,4,8
16034,HVID-810NZP,GID-2XSR1W,7,7
16035,HVID-4899PW,GID-ORT2NH,8,7
16036,HVID-SCB6BB,GID-JKXI66,0,6
16037,HVID-51HI0J,GID-XP5P3V,7,1
16038,HVID-3ZPLLJ,GID-6B7PCD,7,7
16039,HVID-NX0Z1R,GID-W9MQYV,9,7
16040,HVID-SJUR3B,GID-AE0FHR,3,7
16041,HVID-GL1E84,GID-XV2JJR,3,4
16042,HVID-BHFO2V,GID-UC4M9P,9,9
16043,HVID-UDNFQQ,GID-SCJ316,8,9
16044,HVID-VSGUTF,GID-R5TTE9,4,7
16045,HVID-0VZEZJ,GID-7RF2AT,7,8
16046,HVID-V0ZUJN,GID-JRYHI4,8,7
16047,HVID-C28VS0,GID-G7XIJO,2,6
16048,HVID-DSWEF4,GID-N1BM35,4,0
16049,HVID-9LCFXQ,GID-DDXMRD,0,7
16050,HVID-1D6V0C,GID-EXVE7M,9,7
16051,HVID-N38BVN,GID-SUBAQ7,7,7
16052,HVID-E4H9XL,GID-VG8482,8,7
16053,HVID-FKZFH2,GID-987KKL,7,7
16054,HVID-4BQ3IS,GID-FKFAK7,7,7
16055,HVID-H5B9JE,GID-C6EDH2,2,9
16056,HVID-ZF1B7V,GID-JA1A5U,3,7
16057,HVID-66VXJY,GID-0J4VL7,9,7
16058,HVID-KOWVNT,GID-0DTXEN,1,8
16059,HVID-38TKX5,GID-CUO3ZN,6,7
16060,HVID-GDSW4B,GID-6WVQAW,8,8
16061,HVID-30O21O,GID-11J722,1,9
16062,HVID-ROAI7O,GID-HT82YP,6,9
16063,HVID-6ME9ND,GID-BO595R,8,9
16064,HVID-1H41PG,GID-S7DYTB,9,8
16065,HVID-FSIY8Q,GID-WNJASV,3,7
16066,HVID-XYFH17,GID-YF4YAG,9,7
16067,HVID-INVYXW,GID-E8WPP8,1,3
16068,HVID-4HY50J,GID-IN8P5G,8,1
16069,HVID-R8Q7K5,GID-QH3YJA,8,6
16070,HVID-R5MJEQ,GID-RDTC3G,8,3
16071,HVID-GG1055,GID-PNASAN,9,6
16072,HVID-TVSML5,GID-5N9V4L,6,9
16073,HVID-K1WGTH,GID-5SAOAU,9,7
16074,HVID-TCX4BQ,GID-Y2BCVW,9,7
16075,HVID-5W8E0D,GID-VFKUIK,4,9
16076,HVID-TM92DT,GID-KGC3DM,6,8
16077,HVID-J124TW,GID-PXHXUA,5,9
16078,HVID-YRCHOM,GID-8GYZN3,9,1
16079,HVID-4SYD7Y,GID-8EPPJ2,8,1
16080,HVID-M5ZP9J,GID-ZWCNL6,6,7
16081,HVID-1A3AFU,GID-OGO24T,7,4
16082,HVID-FRBW3V,GID-2D38DD,0,9
16083,HVID-L1XI3G,GID-1PNGZB,0,7
16084,HVID-73SCOA,GID-QURRKL,1,9
16085,HVID-FYZGRG,GID-X46JTZ,2,9
16086,HVID-R883LR,GID-FCCOJ0,7,8
16087,HVID-HHVYU9,GID-SGOJX0,2,9
16088,HVID-WTK64P,GID-LRAR2B,6,9
16089,HVID-0LNNI9,GID-M5VHT9,6,7
16090,HVID-PS0W8N,GID-C78843,2,1
16091,HVID-XAQBE5,GID-JEFEMR,1,8
16092,HVID-MKZAEV,GID-DZLVMV,7,7
16093,HVID-H5TF8B,GID-WPP9JH,3,9
16094,HVID-UKYWA6,GID-BEVCDF,8,9
16095,HVID-TQ5980,GID-PSCI3L,7,8
16096,HVID-KMKCI1,GID-V1MSPM,8,4
16097,HVID-B1W1DH,GID-WQF4U6,4,7
16098,HVID-LAHF6L,GID-IUPOZN,0,7
16099,HVID-FVO4KX,GID-RWGEOC,8,7
16100,HVID-BFBERV,GID-O34MZO,2,1
16101,HVID-J2AINR,GID-EGEQYC,5,7
16102,HVID-3PXNMY,GID-IM56X6,3,0
16103,HVID-IYKZXN,GID-PO90CN,9,8
16104,HVID-OS4KD6,GID-CG83X6,7,7
16105,HVID-DNRCMS,GID-T01HHH,9,5
16106,HVID-79RKXL,GID-TZWVR5,2,6
16107,HVID-H6Q8OM,GID-YCHZBP,6,7
16108,HVID-87KUYI,GID-D8CAEI,8,9
16109,HVID-QGC2XU,GID-LN71FL,6,7
16110,HVID-GILT4S,GID-O8G39Y,6,0
16111,HVID-2B3X34,GID-80EHR4,6,5
16112,HVID-SJ3SD7,GID-S2Y6LV,7,7
16113,HVID-MX6T0U,GID-53B67C,5,2
16114,HVID-W20DGQ,GID-IJF8U5,6,8
16115,HVID-GNAUXL,GID-FITPRN,0,6
16116,HVID-CB308U,GID-YKO6ZH,6,9
16117,HVID-55CW4P,GID-MSIYGN,6,9
16118,HVID-4XU0XQ,GID-GIWDXN,9,9
16119,HVID-Y7LC67,GID-ZNE94Z,3,7
16120,HVID-WX9JK9,GID-ACE38A,8,8
16121,HVID-QO9HJR,GID-Q7FDLF,9,8
16122,HVID-C5Q8AK,GID-FLHPXG,8,5
16123,HVID-WX2L9O,GID-KVU38W,8,7
16124,HVID-TTU8K9,GID-A57P4U,4,7
16125,HVID-HYGJJK,GID-P75N25,9,9
16126,HVID-G1AQDX,GID-IQOT1W,8,9
16127,HVID-HGZK8E,GID-VMIXYQ,6,8
16128,HVID-HJK46A,GID-38KTE3,7,2
16129,HVID-NLU263,GID-R5HTIB,8,6
16130,HVID-HAXC3V,GID-67NP12,8,7
16131,HVID-QYQTKJ,GID-AG8WHW,9,9
16132,HVID-IURJ2Z,GID-86H5UO,7,8
16133,HVID-F5HZ48,GID-E98L57,9,8
16134,HVID-GP82ID,GID-JTIO3W,2,4
16135,HVID-GH95Z1,GID-O8VE3U,7,8
16136,HVID-F3PLEU,GID-GH4TR6,9,4
16137,HVID-J47ZCK,GID-MK785P,1,9
16138,HVID-E5STHX,GID-Q8CIEA,9,8
16139,HVID-VBUSNM,GID-CSBXUJ,8,6
16140,HVID-ZUDF4M,GID-R49FKV,4,9
16141,HVID-3U895U,GID-5AM4W1,9,6
16142,HVID-O3C1ZN,GID-SN9SUD,7,7
16143,HVID-Z6VTI7,GID-8V121U,4,8
16144,HVID-EO0FGB,GID-Z98RVE,8,7
16145,HVID-EP1AY9,GID-S7B9WC,4,6
16146,HVID-3PY3Y8,GID-FHW4KV,3,7
16147,HVID-8D05CN,GID-EIIJIK,5,7
16148,HVID-PN435P,GID-3XU7PE,2,9
16149,HVID-X427U1,GID-VW8TLM,8,4
16150,HVID-0CCMRY,GID-1T5HMO,7,9
16151,HVID-QDCI6A,GID-5IVQ4L,1,7
16152,HVID-JTW5YD,GID-23V7T7,6,9
16153,HVID-EYLIJG,GID-VJBTTR,8,0
16154,HVID-F1BTFW,GID-64JQ1B,8,9
16155,HVID-NPU5N9,GID-794CMB,7,0
16156,HVID-DW4HSI,GID-U10MFH,0,7
16157,HVID-34XRM4,GID-5S98SK,7,1
16158,HVID-0YA7HH,GID-KJOSQ8,1,8
16159,HVID-RWJQ5K,GID-UIVG97,7,7
16160,HVID-2KS0RW,GID-JO91X7,7,8
16161,HVID-G7IGGI,GID-DK1C58,2,4
16162,HVID-8KFQ8P,GID-7TXX2A,8,9
16163,HVID-CSHXWQ,GID-2U6FEW,0,4
16164,HVID-F7PCCM,GID-XMZ8KK,9,0
16165,HVID-QKXJOJ,GID-2BPOC4,7,8
16166,HVID-PX1O3L,GID-EAAQT7,2,8
16167,HVID-LH3SC0,GID-D5WFWG,6,4
16168,HVID-BPPAWP,GID-5XZ7MK,1,7
16169,HVID-6R4QMY,GID-WV79YN,1,7
16170,HVID-C79WIF,GID-90Q1QR,4,9
16171,HVID-99H6MV,GID-A92HJ3,7,3
16172,HVID-MN7CNE,GID-N3BMXN,2,8
16173,HVID-61Y9OR,GID-X4ARUV,9,6
16174,HVID-QMFZKU,GID-ZUOQCN,7,5
16175,HVID-94F7V8,GID-RQWB3W,9,9
16176,HVID-PL78BQ,GID-9VUXQ6,4,4
16177,HVID-IXX1MO,GID-G0K4TO,2,8
16178,HVID-7UUJDZ,GID-PWUXSG,4,2
16179,HVID-7VHATA,GID-V49FUD,7,7
16180,HVID-96WZ0B,GID-ZWACOD,5,7
16181,HVID-H66AG1,GID-UCIQ4A,7,9
16182,HVID-X66D9U,GID-POCH2Z,4,4
16183,HVID-28U7Q5,GID-A2ZZDH,7,7
16184,HVID-VIKZJF,GID-BS1EE5,0,6
16185,HVID-PFU5GJ,GID-322M7F,9,7
16186,HVID-4GJ8U8,GID-0G5SY6,6,8
16187,HVID-D2RWGT,GID-CIXNTH,3,9
16188,HVID-ZUKD9A,GID-J29E2M,6,2
16189,HVID-CCYNNR,GID-PJP6XQ,4,8
16190,HVID-XZB8ZE,GID-GNQJA6,8,9
16191,HVID-HL4B6Y,GID-OQXWFJ,8,7
16192,HVID-I6KERS,GID-3N7HQL,6,7
16193,HVID-XIH2W8,GID-QCFC5N,9,2
16194,HVID-TXWZZI,GID-Y9JO33,7,9
16195,HVID-JQI7OG,GID-DVL5F7,1,4
16196,HVID-KEGKSL,GID-N7LH94,2,9
16197,HVID-TN4JOC,GID-2XZG41,8,7
16198,HVID-8Q70A7,GID-QJWQUQ,9,7
16199,HVID-YF7FBS,GID-IB8KO8,8,9
16200,HVID-EKHX7M,GID-B2VIQQ,7,4
16201,HVID-9F6I9T,GID-XLSS5R,1,9
16202,HVID-9PLKTZ,GID-1OAHO3,6,6
16203,HVID-UDLFS2,GID-RLEGGT,6,6
16204,HVID-IQLODQ,GID-BCNILD,1,8
16205,HVID-M83001,GID-W485ZL,5,0
16206,HVID-XP8L73,GID-50UIA3,0,2
16207,HVID-1JK7MN,GID-WW2BGZ,9,8
16208,HVID-HN5UD8,GID-03QCJZ,6,9
16209,HVID-9UF3DU,GID-GQPK7H,7,9
16210,HVID-T8XES2,GID-LVYLNS,9,9
16211,HVID-UNQVG5,GID-PQA319,7,8
16212,HVID-T5MAWW,GID-0WX1OS,5,9
16213,HVID-TFVAM4,GID-R5WJ73,5,9
16214,HVID-OA02TX,GID-BAEQPE,2,9
16215,HVID-2XJWY4,GID-15EB69,7,8
16216,HVID-NMYQVM,GID-F9N75C,4,7
16217,HVID-RH94SO,GID-7J2N2W,0,8
16218,HVID-PDCZ7T,GID-N2A861,6,4
16219,HVID-N60Q0N,GID-T4L63M,8,9
16220,HVID-EZRSII,GID-NAUQ44,2,0
16221,HVID-7IHATO,GID-2H17LL,8,7
16222,HVID-RKVYA6,GID-VACQIM,6,8
16223,HVID-FBOKV9,GID-SQCDVJ,9,9
16224,HVID-64D958,GID-MRTOW7,3,5
16225,HVID-89SX5T,GID-L2MUH6,3,7
16226,HVID-YY515S,GID-37OQTM,6,5
16227,HVID-94GSRO,GID-6GPSXL,3,7
16228,HVID-IYGCUU,GID-Y1E69R,7,9
16229,HVID-DQMCJU,GID-N0C85T,6,8
16230,HVID-BIG6Y7,GID-FR0A8V,4,9
16231,HVID-0424FK,GID-R79LVV,0,9
16232,HVID-38ED7A,GID-BGGBHX,7,8
16233,HVID-MO5JJR,GID-JPCBLM,0,8
16234,HVID-FM9NG5,GID-YXS3KP,9,7
16235,HVID-99V1C2,GID-I29N4N,4,8
16236,HVID-4ATS90,GID-U5PMZU,2,0
16237,HVID-AAEKI3,GID-SI0Q9C,9,7
16238,HVID-NFCSKV,GID-18LHUU,6,9
16239,HVID-9VD938,GID-OTJBCI,7,9
16240,HVID-IV5CD7,GID-3IWJZF,6,9
16241,HVID-JLMGM4,GID-L652ZX,3,5
16242,HVID-6YEPMS,GID-84OAE9,7,7
16243,HVID-E5D48V,GID-7WOSHX,3,9
16244,HVID-57N9MJ,GID-Y7U367,6,9
16245,HVID-FUO8YB,GID-0EZDJY,9,0
16246,HVID-PCWJMS,GID-VDY9WA,4,3
16247,HVID-W3TOMY,GID-NZ55NU,7,9
16248,HVID-S9TW8L,GID-ZHPY8R,7,3
16249,HVID-ZJWWLO,GID-KNXUEN,0,9
16250,HVID-PT80XC,GID-LTG0V0,7,8
16251,HVID-LH5QTD,GID-VHOKYP,9,8
16252,HVID-YAO78Q,GID-EAPDAE,5,5
16253,HVID-0VVKOG,GID-PS9HBD,7,7
16254,HVID-54ZAQF,GID-32NRI1,5,7
16255,HVID-PFGOIH,GID-US2LGJ,7,7
16256,HVID-NBCXET,GID-2PEIV2,0,8
16257,HVID-W6IBEE,GID-CCYE10,5,9
16258,HVID-PV7J2X,GID-NO2OCK,8,5
16259,HVID-HRUCD5,GID-PKVREI,1,8
16260,HVID-YQHS2U,GID-O8URTM,6,5
16261,HVID-UY1EYQ,GID-39H9GB,2,9
16262,HVID-KPBFN5,GID-2ZQFDL,6,4
16263,HVID-LQGRXZ,GID-9THIJC,9,7
16264,HVID-7VG7Y5,GID-RG539B,6,7
16265,HVID-JAON91,GID-2VR1AC,7,8
16266,HVID-IQ6WIA,GID-B288JX,7,9
16267,HVID-162T0F,GID-V94HCV,0,7
16268,HVID-0OUGIU,GID-C0JKHE,6,7
16269,HVID-0MMZNO,GID-Q1HM3V,5,8
16270,HVID-VOGX1Y,GID-4MV9KA,5,2
16271,HVID-HFQ09X,GID-LJIKYT,3,5
16272,HVID-99C9YU,GID-I7BV3G,7,4
16273,HVID-6CH3OD,GID-5033DR,4,6
16274,HVID-22KGN6,GID-EADMH6,4,2
16275,HVID-9K6UNF,GID-EBN7ZJ,6,9
16276,HVID-5PBVKW,GID-TFWK2A,9,6
16277,HVID-LUYO04,GID-VFZ2C6,9,7
16278,HVID-05D29V,GID-U7N9YQ,6,0
16279,HVID-IFTL25,GID-40SM1Y,7,8
16280,HVID-FKVZ1Z,GID-KCQX4E,9,8
16281,HVID-DXIZID,GID-VCBNEA,8,9
16282,HVID-BVWHDA,GID-8N06VQ,1,8
16283,HVID-4OVQH8,GID-MBZ3GR,6,8
16284,HVID-5XJI6M,GID-LM5O2L,6,6
16285,HVID-8AS704,GID-7SUZU1,2,7
16286,HVID-7LES7D,GID-0S9SDY,1,0
16287,HVID-2TEJFF,GID-F8BWGV,9,9
16288,HVID-WYKCYI,GID-57W161,0,7
16289,HVID-TSHRAZ,GID-9J4LK6,0,8
16290,HVID-2I32XN,GID-X5WSGR,6,9
16291,HVID-0P24JC,GID-MXCPF6,7,9
16292,HVID-D7QX7Y,GID-127OBQ,4,9
16293,HVID-C0IL9Y,GID-RP665J,7,8
16294,HVID-N2LSRJ,GID-69U8KS,8,9
16295,HVID-XZM0Q9,GID-PRA1N0,0,9
16296,HVID-85P5LP,GID-0JQ9E5,9,7
16297,HVID-PCTLT1,GID-NEXL34,9,1
16298,HVID-LMY08Z,GID-B5OZGV,6,6
16299,HVID-CIOJK5,GID-406MJH,9,9
16300,HVID-6J8XXD,GID-FTAAIH,7,7
16301,HVID-KFXS7E,GID-0JLNVQ,5,5
16302,HVID-KB7R0R,GID-GPTRQ2,9,8
16303,HVID-KHUIIX,GID-Q6KQHW,4,6
16304,HVID-2VHHRT,GID-0WLSE6,8,1
16305,HVID-LVHCT5,GID-C3HDW7,5,8
16306,HVID-SX0IWO,GID-PTPEBW,3,9
16307,HVID-8QK8DO,GID-KUXKY8,9,9
16308,HVID-7PZHE1,GID-PY7A3F,7,9
16309,HVID-PEQ7TB,GID-OXM37S,3,7
16310,HVID-XNMI2Z,GID-Y3B2YK,2,8
16311,HVID-NKDCU7,GID-DUYMNQ,6,8
16312,HVID-U4NKT5,GID-T56HIP,6,9
16313,HVID-ZTDZ29,GID-B9RMW7,3,7
16314,HVID-3Y577X,GID-QZPCH9,5,8
16315,HVID-4ZAPSO,GID-KF6UFI,6,1
16316,HVID-M7RUP3,GID-OGCKTV,0,8
16317,HVID-ZLZAHP,GID-MQVB4C,0,6
16318,HVID-3OKYQP,GID-3NP0YT,8,7
16319,HVID-F3YFZ7,GID-EV1Q0C,5,0
16320,HVID-JON6K4,GID-9P7RPI,0,7
16321,HVID-U9A1ZX,GID-GMALZQ,0,7
16322,HVID-SVRNIR,GID-3NQEOC,7,7
16323,HVID-7XLJ05,GID-Y7J5P4,7,8
16324,HVID-GKD6ZT,GID-6QYOFV,5,7
16325,HVID-CZ9P29,GID-2484Z9,8,7
16326,HVID-N3WOUO,GID-B4PPD1,0,7
16327,HVID-6CFY95,GID-L7OQWM,0,9
16328,HVID-MEY9UW,GID-JPA27S,5,9
16329,HVID-UOS7J0,GID-NQ0QMT,4,1
16330,HVID-SEJSB0,GID-MHOLAW,3,8
16331,HVID-GVMNAK,GID-RW9UQI,6,6
16332,HVID-U6BXCS,GID-V6L20X,1,9
16333,HVID-16RROS,GID-KPRBN6,2,6
16334,HVID-68NY16,GID-GLASDB,7,9
16335,HVID-ZH2WS7,GID-3RUV9A,9,8
16336,HVID-W0Y5QB,GID-XNAFVG,9,1
16337,HVID-VJ5BBI,GID-JFV7GM,0,8
16338,HVID-QR83HA,GID-JQ3SWL,5,6
16339,HVID-ZB2R0M,GID-YTO54E,1,9
16340,HVID-G13ODP,GID-901YVY,4,9
16341,HVID-ZFOEHN,GID-8DQO04,2,3
16342,HVID-6JWXS0,GID-KKAQX0,6,9
16343,HVID-B9X0P7,GID-R39MZY,6,7
